display_name,year,works_count,cited_by_count,city,longitude,latitude
Academy of Sciences of the Republic of Sakha,2018,16,346,Yakutsk,129.73872,62.043495
Academy of Sciences of the Republic of Sakha,2019,37,349,Yakutsk,129.73872,62.043495
Academy of Sciences of the Republic of Sakha,2020,41,371,Yakutsk,129.73872,62.043495
Academy of Sciences of the Republic of Sakha,2021,49,459,Yakutsk,129.73872,62.043495
Academy of Sciences of the Republic of Sakha,2022,39,446,Yakutsk,129.73872,62.043495
Academy of Sciences of the Republic of Sakha,2023,11,255,Yakutsk,129.73872,62.043495
Academy of Social Education,2012,1,45,Kazan’,49.067505,55.834473
Academy of Social Education,2013,1,39,Kazan’,49.067505,55.834473
Academy of Social Education,2014,0,35,Kazan’,49.067505,55.834473
Academy of Social Education,2015,0,41,Kazan’,49.067505,55.834473
Academy of Social Education,2016,1,41,Kazan’,49.067505,55.834473
Academy of Social Education,2017,0,26,Kazan’,49.067505,55.834473
Academy of Social Education,2018,0,25,Kazan’,49.067505,55.834473
Academy of Social Education,2019,7,36,Kazan’,49.067505,55.834473
Academy of Social Education,2020,7,20,Kazan’,49.067505,55.834473
Academy of Social Education,2021,0,47,Kazan’,49.067505,55.834473
Academy of Social Education,2022,3,27,Kazan’,49.067505,55.834473
Academy of Social Education,2023,0,18,Kazan’,49.067505,55.834473
Academy of Social and Economic Development,2012,0,4,Moscow,37.698586,55.778526
Academy of Social and Economic Development,2013,1,2,Moscow,37.698586,55.778526
Academy of Social and Economic Development,2014,2,4,Moscow,37.698586,55.778526
Academy of Social and Economic Development,2015,1,5,Moscow,37.698586,55.778526
Academy of Social and Economic Development,2016,5,6,Moscow,37.698586,55.778526
Academy of Social and Economic Development,2017,3,6,Moscow,37.698586,55.778526
Academy of Social and Economic Development,2018,8,9,Moscow,37.698586,55.778526
Academy of Social and Economic Development,2019,9,9,Moscow,37.698586,55.778526
Academy of Social and Economic Development,2020,9,11,Moscow,37.698586,55.778526
Academy of Social and Economic Development,2021,36,19,Moscow,37.698586,55.778526
Academy of Social and Economic Development,2022,34,7,Moscow,37.698586,55.778526
Academy of Social and Economic Development,2023,13,9,Moscow,37.698586,55.778526
Academy of the Federal Security Service of the Russian Federation,2012,3,2,Moscow,37.470024,55.683315
Academy of the Federal Security Service of the Russian Federation,2013,4,3,Moscow,37.470024,55.683315
Academy of the Federal Security Service of the Russian Federation,2014,12,1,Moscow,37.470024,55.683315
Academy of the Federal Security Service of the Russian Federation,2015,11,5,Moscow,37.470024,55.683315
Academy of the Federal Security Service of the Russian Federation,2016,10,4,Moscow,37.470024,55.683315
Academy of the Federal Security Service of the Russian Federation,2017,7,4,Moscow,37.470024,55.683315
Academy of the Federal Security Service of the Russian Federation,2018,8,6,Moscow,37.470024,55.683315
Academy of the Federal Security Service of the Russian Federation,2019,16,9,Moscow,37.470024,55.683315
Academy of the Federal Security Service of the Russian Federation,2020,26,17,Moscow,37.470024,55.683315
Academy of the Federal Security Service of the Russian Federation,2021,31,17,Moscow,37.470024,55.683315
Academy of the Federal Security Service of the Russian Federation,2022,37,17,Moscow,37.470024,55.683315
Academy of the Federal Security Service of the Russian Federation,2023,12,10,Moscow,37.470024,55.683315
Academy of the State Fire Service EMERCOM of Russia,2012,4,9,Moscow,37.64994,55.82578
Academy of the State Fire Service EMERCOM of Russia,2013,18,20,Moscow,37.64994,55.82578
Academy of the State Fire Service EMERCOM of Russia,2014,10,16,Moscow,37.64994,55.82578
Academy of the State Fire Service EMERCOM of Russia,2015,12,20,Moscow,37.64994,55.82578
Academy of the State Fire Service EMERCOM of Russia,2016,29,30,Moscow,37.64994,55.82578
Academy of the State Fire Service EMERCOM of Russia,2017,30,50,Moscow,37.64994,55.82578
Academy of the State Fire Service EMERCOM of Russia,2018,31,54,Moscow,37.64994,55.82578
Academy of the State Fire Service EMERCOM of Russia,2019,57,70,Moscow,37.64994,55.82578
Academy of the State Fire Service EMERCOM of Russia,2020,151,186,Moscow,37.64994,55.82578
Academy of the State Fire Service EMERCOM of Russia,2021,220,334,Moscow,37.64994,55.82578
Academy of the State Fire Service EMERCOM of Russia,2022,115,282,Moscow,37.64994,55.82578
Academy of the State Fire Service EMERCOM of Russia,2023,40,160,Moscow,37.64994,55.82578
Acoustic Institute named after NN Andreev,2012,19,191,Moscow,37.5796,55.693798
Acoustic Institute named after NN Andreev,2013,25,218,Moscow,37.5796,55.693798
Acoustic Institute named after NN Andreev,2014,20,242,Moscow,37.5796,55.693798
Acoustic Institute named after NN Andreev,2015,14,224,Moscow,37.5796,55.693798
Acoustic Institute named after NN Andreev,2016,8,221,Moscow,37.5796,55.693798
Acoustic Institute named after NN Andreev,2017,11,215,Moscow,37.5796,55.693798
Acoustic Institute named after NN Andreev,2018,12,211,Moscow,37.5796,55.693798
Acoustic Institute named after NN Andreev,2019,7,259,Moscow,37.5796,55.693798
Acoustic Institute named after NN Andreev,2020,20,312,Moscow,37.5796,55.693798
Acoustic Institute named after NN Andreev,2021,14,278,Moscow,37.5796,55.693798
Acoustic Institute named after NN Andreev,2022,16,302,Moscow,37.5796,55.693798
Acoustic Institute named after NN Andreev,2023,5,175,Moscow,37.5796,55.693798
Admiral Makarov State University of Maritime and Inland Shipping,2012,0,4,Saint Petersburg,30.249739,59.909668
Admiral Makarov State University of Maritime and Inland Shipping,2013,2,2,Saint Petersburg,30.249739,59.909668
Admiral Makarov State University of Maritime and Inland Shipping,2014,11,5,Saint Petersburg,30.249739,59.909668
Admiral Makarov State University of Maritime and Inland Shipping,2015,38,30,Saint Petersburg,30.249739,59.909668
Admiral Makarov State University of Maritime and Inland Shipping,2016,91,44,Saint Petersburg,30.249739,59.909668
Admiral Makarov State University of Maritime and Inland Shipping,2017,100,61,Saint Petersburg,30.249739,59.909668
Admiral Makarov State University of Maritime and Inland Shipping,2018,90,160,Saint Petersburg,30.249739,59.909668
Admiral Makarov State University of Maritime and Inland Shipping,2019,94,183,Saint Petersburg,30.249739,59.909668
Admiral Makarov State University of Maritime and Inland Shipping,2020,152,291,Saint Petersburg,30.249739,59.909668
Admiral Makarov State University of Maritime and Inland Shipping,2021,196,451,Saint Petersburg,30.249739,59.909668
Admiral Makarov State University of Maritime and Inland Shipping,2022,247,450,Saint Petersburg,30.249739,59.909668
Admiral Makarov State University of Maritime and Inland Shipping,2023,106,286,Saint Petersburg,30.249739,59.909668
Admiral Nevelskoy Maritime State University,2012,4,16,Vladivostok,131.86801,43.104057
Admiral Nevelskoy Maritime State University,2013,11,11,Vladivostok,131.86801,43.104057
Admiral Nevelskoy Maritime State University,2014,16,29,Vladivostok,131.86801,43.104057
Admiral Nevelskoy Maritime State University,2015,13,28,Vladivostok,131.86801,43.104057
Admiral Nevelskoy Maritime State University,2016,13,26,Vladivostok,131.86801,43.104057
Admiral Nevelskoy Maritime State University,2017,13,32,Vladivostok,131.86801,43.104057
Admiral Nevelskoy Maritime State University,2018,18,59,Vladivostok,131.86801,43.104057
Admiral Nevelskoy Maritime State University,2019,34,51,Vladivostok,131.86801,43.104057
Admiral Nevelskoy Maritime State University,2020,24,72,Vladivostok,131.86801,43.104057
Admiral Nevelskoy Maritime State University,2021,52,75,Vladivostok,131.86801,43.104057
Admiral Nevelskoy Maritime State University,2022,37,79,Vladivostok,131.86801,43.104057
Admiral Nevelskoy Maritime State University,2023,14,40,Vladivostok,131.86801,43.104057
Admiral Ushakov State Maritime University,2012,6,11,Novorossiysk,37.792244,44.684288
Admiral Ushakov State Maritime University,2013,6,0,Novorossiysk,37.792244,44.684288
Admiral Ushakov State Maritime University,2014,3,10,Novorossiysk,37.792244,44.684288
Admiral Ushakov State Maritime University,2015,1,5,Novorossiysk,37.792244,44.684288
Admiral Ushakov State Maritime University,2016,4,3,Novorossiysk,37.792244,44.684288
Admiral Ushakov State Maritime University,2017,12,14,Novorossiysk,37.792244,44.684288
Admiral Ushakov State Maritime University,2018,29,10,Novorossiysk,37.792244,44.684288
Admiral Ushakov State Maritime University,2019,31,29,Novorossiysk,37.792244,44.684288
Admiral Ushakov State Maritime University,2020,44,35,Novorossiysk,37.792244,44.684288
Admiral Ushakov State Maritime University,2021,194,84,Novorossiysk,37.792244,44.684288
Admiral Ushakov State Maritime University,2022,102,117,Novorossiysk,37.792244,44.684288
Admiral Ushakov State Maritime University,2023,84,101,Novorossiysk,37.792244,44.684288
Adyghe State University,2012,2,22,Maykop,40.110134,44.604904
Adyghe State University,2013,6,15,Maykop,40.110134,44.604904
Adyghe State University,2014,6,17,Maykop,40.110134,44.604904
Adyghe State University,2015,16,27,Maykop,40.110134,44.604904
Adyghe State University,2016,11,27,Maykop,40.110134,44.604904
Adyghe State University,2017,12,28,Maykop,40.110134,44.604904
Adyghe State University,2018,24,18,Maykop,40.110134,44.604904
Adyghe State University,2019,54,36,Maykop,40.110134,44.604904
Adyghe State University,2020,82,171,Maykop,40.110134,44.604904
Adyghe State University,2021,85,190,Maykop,40.110134,44.604904
Adyghe State University,2022,72,177,Maykop,40.110134,44.604904
Adyghe State University,2023,27,146,Maykop,40.110134,44.604904
Aerocosmos,2012,2,53,Moscow,37.60766,55.76861
Aerocosmos,2013,3,41,Moscow,37.60766,55.76861
Aerocosmos,2014,7,35,Moscow,37.60766,55.76861
Aerocosmos,2015,10,71,Moscow,37.60766,55.76861
Aerocosmos,2016,12,97,Moscow,37.60766,55.76861
Aerocosmos,2017,16,102,Moscow,37.60766,55.76861
Aerocosmos,2018,22,126,Moscow,37.60766,55.76861
Aerocosmos,2019,21,142,Moscow,37.60766,55.76861
Aerocosmos,2020,28,279,Moscow,37.60766,55.76861
Aerocosmos,2021,35,322,Moscow,37.60766,55.76861
Aerocosmos,2022,27,327,Moscow,37.60766,55.76861
Aerocosmos,2023,6,112,Moscow,37.60766,55.76861
"Agrarian Science Center ""Donskoy""",2012,14,7,Zernograd,40.308475,46.846375
"Agrarian Science Center ""Donskoy""",2013,11,9,Zernograd,40.308475,46.846375
"Agrarian Science Center ""Donskoy""",2014,9,12,Zernograd,40.308475,46.846375
"Agrarian Science Center ""Donskoy""",2015,32,12,Zernograd,40.308475,46.846375
"Agrarian Science Center ""Donskoy""",2016,27,23,Zernograd,40.308475,46.846375
"Agrarian Science Center ""Donskoy""",2017,27,39,Zernograd,40.308475,46.846375
"Agrarian Science Center ""Donskoy""",2018,33,58,Zernograd,40.308475,46.846375
"Agrarian Science Center ""Donskoy""",2019,15,101,Zernograd,40.308475,46.846375
"Agrarian Science Center ""Donskoy""",2020,25,202,Zernograd,40.308475,46.846375
"Agrarian Science Center ""Donskoy""",2021,44,144,Zernograd,40.308475,46.846375
"Agrarian Science Center ""Donskoy""",2022,15,133,Zernograd,40.308475,46.846375
"Agrarian Science Center ""Donskoy""",2023,25,89,Zernograd,40.308475,46.846375
Agrarian State University of Northern Zauralye,2012,1,2,Tyumen,65.52741,57.16049
Agrarian State University of Northern Zauralye,2013,3,1,Tyumen,65.52741,57.16049
Agrarian State University of Northern Zauralye,2014,1,0,Tyumen,65.52741,57.16049
Agrarian State University of Northern Zauralye,2015,3,4,Tyumen,65.52741,57.16049
Agrarian State University of Northern Zauralye,2016,1,7,Tyumen,65.52741,57.16049
Agrarian State University of Northern Zauralye,2017,5,13,Tyumen,65.52741,57.16049
Agrarian State University of Northern Zauralye,2018,10,61,Tyumen,65.52741,57.16049
Agrarian State University of Northern Zauralye,2019,2,17,Tyumen,65.52741,57.16049
Agrarian State University of Northern Zauralye,2020,2,9,Tyumen,65.52741,57.16049
Agrarian State University of Northern Zauralye,2021,6,21,Tyumen,65.52741,57.16049
Agrarian State University of Northern Zauralye,2022,2,26,Tyumen,65.52741,57.16049
Agrarian State University of Northern Zauralye,2023,0,22,Tyumen,65.52741,57.16049
Agricultural Research Institute for South-East Region,2012,7,23,Saratov,45.998077,51.572174
Agricultural Research Institute for South-East Region,2013,7,16,Saratov,45.998077,51.572174
Agricultural Research Institute for South-East Region,2014,7,27,Saratov,45.998077,51.572174
Agricultural Research Institute for South-East Region,2015,10,35,Saratov,45.998077,51.572174
Agricultural Research Institute for South-East Region,2016,12,40,Saratov,45.998077,51.572174
Agricultural Research Institute for South-East Region,2017,6,43,Saratov,45.998077,51.572174
Agricultural Research Institute for South-East Region,2018,7,34,Saratov,45.998077,51.572174
Agricultural Research Institute for South-East Region,2019,24,38,Saratov,45.998077,51.572174
Agricultural Research Institute for South-East Region,2020,15,65,Saratov,45.998077,51.572174
Agricultural Research Institute for South-East Region,2021,19,97,Saratov,45.998077,51.572174
Agricultural Research Institute for South-East Region,2022,22,61,Saratov,45.998077,51.572174
Agricultural Research Institute for South-East Region,2023,10,53,Saratov,45.998077,51.572174
Agrophysical Research Institute,2012,6,92,Saint Petersburg,30.384201,60.000652
Agrophysical Research Institute,2013,7,108,Saint Petersburg,30.384201,60.000652
Agrophysical Research Institute,2014,12,144,Saint Petersburg,30.384201,60.000652
Agrophysical Research Institute,2015,20,152,Saint Petersburg,30.384201,60.000652
Agrophysical Research Institute,2016,11,168,Saint Petersburg,30.384201,60.000652
Agrophysical Research Institute,2017,21,158,Saint Petersburg,30.384201,60.000652
Agrophysical Research Institute,2018,35,197,Saint Petersburg,30.384201,60.000652
Agrophysical Research Institute,2019,43,257,Saint Petersburg,30.384201,60.000652
Agrophysical Research Institute,2020,76,318,Saint Petersburg,30.384201,60.000652
Agrophysical Research Institute,2021,87,429,Saint Petersburg,30.384201,60.000652
Agrophysical Research Institute,2022,46,449,Saint Petersburg,30.384201,60.000652
Agrophysical Research Institute,2023,19,284,Saint Petersburg,30.384201,60.000652
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin,2012,13,6,Voronezh,39.196648,51.68345
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin,2013,13,15,Voronezh,39.196648,51.68345
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin,2014,9,7,Voronezh,39.196648,51.68345
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin,2015,9,21,Voronezh,39.196648,51.68345
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin,2016,19,17,Voronezh,39.196648,51.68345
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin,2017,24,34,Voronezh,39.196648,51.68345
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin,2018,32,52,Voronezh,39.196648,51.68345
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin,2019,50,81,Voronezh,39.196648,51.68345
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin,2020,88,109,Voronezh,39.196648,51.68345
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin,2021,93,120,Voronezh,39.196648,51.68345
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin,2022,64,111,Voronezh,39.196648,51.68345
Air Force Academy named after Professor NE Zhukovsky and Yu.A. Gagarin,2023,25,55,Voronezh,39.196648,51.68345
Aivok (Russia),2020,3,11,Moscow,37.188774,55.98755
Aivok (Russia),2021,1,21,Moscow,37.188774,55.98755
Aivok (Russia),2022,1,22,Moscow,37.188774,55.98755
Aivok (Russia),2023,1,18,Moscow,37.188774,55.98755
Ajinomoto (Russia),2012,7,80,Moscow,37.623856,55.614143
Ajinomoto (Russia),2013,8,117,Moscow,37.623856,55.614143
Ajinomoto (Russia),2014,7,130,Moscow,37.623856,55.614143
Ajinomoto (Russia),2015,3,143,Moscow,37.623856,55.614143
Ajinomoto (Russia),2016,3,151,Moscow,37.623856,55.614143
Ajinomoto (Russia),2017,7,111,Moscow,37.623856,55.614143
Ajinomoto (Russia),2018,7,149,Moscow,37.623856,55.614143
Ajinomoto (Russia),2019,6,180,Moscow,37.623856,55.614143
Ajinomoto (Russia),2020,8,221,Moscow,37.623856,55.614143
Ajinomoto (Russia),2021,4,171,Moscow,37.623856,55.614143
Ajinomoto (Russia),2022,7,243,Moscow,37.623856,55.614143
Ajinomoto (Russia),2023,3,144,Moscow,37.623856,55.614143
Alkor Bio (Russia),2012,1,0,Saint Petersburg,30.413984,59.8815
